index,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
1666,2410,Pralus,France,2019,Sao tome & principe,Sao Tome & Principe,75,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,deep cocoa,fatty,mild ashey,
1667,2414,Pralus,France,2019,Tanzania,Tanzanie,75,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,spicy,cocoa,,
1668,2418,Pralus,France,2019,Ecuador,Equateur,75,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,dried fruit,floral,,
1669,2410,Pralus,France,2019,Trinidad,Trinidad,75,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,tobacco,deep cocoa,sl. burnt,
1670,2414,Pralus,France,2019,Ghana,Ghana,75,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,rich cocoa,fatty,roasty,
1671,2318,Pralus,France,2019,Papua new guinea,Papouasie,75,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,smoke,fat,hammy,
1672,2406,Pralus,France,2019,Papua new guinea,Papouasie,75,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,complex,smoke,intense,
1673,2410,Pralus,France,2019,Indonesia,Java,75,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,fruit,woody,ashey,fatty
1674,2410,Pralus,France,2019,Venezuela,Barlovento,75,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,roasty,black licorice,rubbery,
1675,2414,Pralus,France,2019,Madagascar,Nosy Be Isle.,75,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,high acidity,roasty,sour,chalky
1676,2418,Pralus,France,2019,Colombia,Colombie,75,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,sandy,coffee,sweet,roasty
1677,2118,Primo Botanica,U.S.A,2018,Tanzania,"Kokoa Kamili, 2018 Harvest",75,3.25,2,Bean,,,,,,Sweetener without sugar,sour palm,rich cocoa,fruit,
1678,2118,Primo Botanica,U.S.A,2018,Peru,Choba Choba,75,3.25,2,Bean,,,,,,Sweetener without sugar,molasses,coffee,cocoa,
1679,2318,Public Chocolatory,South korea,2019,Vietnam,Vietnam,70,2.75,2,Bean,,,,,Sugar,,fruit,tart,fertilzer,
1680,1223,Pump Street Bakery,U.k.,2014,Madagascar,"Akessons Estate, Sambirano, Ambanja, b. 3212",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,long,mellow,buttery,
1681,1223,Pump Street Bakery,U.k.,2014,Ecuador,Guantupi River,75,3,3,Bean,Cocoa butter,,,,Sugar,,perfume,roasted caramel,,
1682,1223,Pump Street Bakery,U.k.,2014,Venezuela,"Patanemo, Carabobo, Tisano family, b. 3211",75,2.75,3,Bean,Cocoa butter,,,,Sugar,,nutty,fuel,intense,
1683,1227,Pump Street Bakery,U.k.,2014,Ecuador,Guantupi River,85,2.75,3,Bean,Cocoa butter,,,,Sugar,,floral,slightly burnt,intense,
1684,1502,Pump Street Bakery,U.k.,2015,Grenada,"Crayfish Bay Estate, 2014",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,dark berry,mild floral,,
1685,1530,Pump Street Bakery,U.k.,2015,Madagascar,"Akesson's, batch 4411",74,3.5,3,Bean,Cocoa butter,,,,Sugar,,dairy,butterscotch,caramel,
1686,1688,Pump Street Bakery,U.k.,2015,Honduras,Honduras,80,2.75,3,Bean,Cocoa butter,,,,Sugar,,chunky,earthy,rubber,
1687,1872,Pump Street Bakery,U.k.,2016,Ecuador,"Chocoan Rainforest, Teroro Escondido, ESM",77,3.5,3,Bean,Cocoa butter,,,,Sugar,,floral,grain,deep cocoa,
1688,1956,Pump Street Bakery,U.k.,2017,Jamaica,"Bachelor's Hall, batch 6911",75,3.75,2,Bean,,,,,Sugar,,sticky,mild,hay,honey
1689,2166,Pump Street Bakery,U.k.,2018,Solomon islands,"Guadalcanal, Tenaru, David Natei F.",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,dominant savory,,,
1690,931,Pura Delizia,Italy,2012,Venezuela,Venezuela,73,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,fatty,vanilla,orange,
1691,1988,Pura Delizia,Italy,2017,Dominican republic,Dominican,65,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,peanut,soy,sunflower,
1692,1984,Pura Delizia,Italy,2017,Vietnam,Vietnam,75,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,intense,fig,roasty,citrus
1693,1988,Pura Delizia,Italy,2017,Philippines,Philippines,66,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,spice,sunflower,,
1694,1988,Pura Delizia,Italy,2017,Ecuador,Ecuador,73,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,few grits,strong floral,,
1695,1988,Pura Delizia,Italy,2017,Papua new guinea,Papua New Guinea,75,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,intense smoke,,,
1696,935,Q Chocolate,Brazil,2012,Brazil,Brazil,65,3.25,3,Bean,Cocoa butter,,,,Sugar,,muted,banana,hot cocoa,
1697,935,Q Chocolate,Brazil,2012,Brazil,Brazil,60,3,3,Bean,Cocoa butter,,,,Sugar,,sweet,intense banana,,
1698,1057,Q Chocolate,Brazil,2013,Brazil,Brazil,85,3.5,3,Bean,Cocoa butter,,,,Sugar,,mild bitter,banana,citrus,
1699,1057,Q Chocolate,Brazil,2013,Brazil,Brazil,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,sticky,intense,roasty,fruit
1700,1069,Q Chocolate,Brazil,2013,Brazil,Brazil,80,3.25,3,Bean,Cocoa butter,,,,Sugar,,tannic,fruity,cocoa,
1701,1069,Q Chocolate,Brazil,2013,Brazil,Brazil,55,2.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,too sweet,sour,
1702,2238,Qantu,Canada,2018,Peru,"Bagua, Amazonas",70,3,3,Bean,Cocoa butter,,,,Sugar,,pungent,grapes,,
1703,2426,Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,bold,nutty,floral,wine
1704,2470,Qantu,Canada,2020,Peru,"Morropon, Piura, AoC Golden Bean 2018",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,intense plum,harsh woody,,
1705,1800,Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",74,3,3,Bean,Cocoa butter,,,,Sugar,,waxy,gritty,spicy,hammy
1706,1796,Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,gritty,waxy,leather,
1707,785,Raaka,U.S.A,2011,Dominican republic,La Red,85,3.5,3,Bean,Cocoa butter,,,,Sugar,,creamy,pasty,bitter,cocoa
1708,959,Raaka,U.S.A,2012,Madagascar,Madagascar,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,gritty,sticky,candied,
1709,1708,Raaka,U.S.A,2015,Congo,Virunga,75,2.75,3,Bean,Cocoa butter,,,,Sugar,,refined,honey,rubber,
1710,1788,Raaka,U.S.A,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70,3,3,Bean,Cocoa butter,,,,Sugar,,pungent,green,citrus,
1711,2032,Raaka,U.S.A,2017,Haiti,"Pisa, roasted",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,basic cocoa,,,
1712,2032,Raaka,U.S.A,2017,Haiti,"Pisa, unroasted",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,green,,,
1713,470,Rain Republic,Guatemala,2010,Guatemala,Suchitepequez E.,70,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,Easter candy,burnt,,
1714,1562,Ranger,U.S.A,2015,Peru,"Tumbes, Batch 2",73,3.5,2,Bean,,,,,Sugar,,dried fruit,raisins,nutty,
1715,1562,Ranger,U.S.A,2015,Peru,"Chulucanas, Batch 1",80,3.25,2,Bean,,,,,Sugar,,fruity,melon,,
1716,1558,Ranger,U.S.A,2015,Peru,"San Martin, Batch 2",70,2.5,2,Bean,,,,,Sugar,,oily,intense vinegar,,
1717,1872,Raoul Boulanger,France,2016,Peru,Piura,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,fatty,cocoa,,
1718,2158,Raphio,U.S.A,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,complex,maple,
1719,2158,Raphio,U.S.A,2018,Peru,"El Gran Sapasoa, batch IP7487",72,3.75,3,Bean,Cocoa butter,,,,Sugar,,dominant spice,,,
1720,2166,Raphio,U.S.A,2018,Ecuador,Camino Verde,72,3.5,3,Bean,Cocoa butter,,,,Sugar,,floral,malt,high astringcy,
1721,2330,Raphio,U.S.A,2019,Dominican republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72,3.5,3,Bean,Cocoa butter,,,,Sugar,,floral,roasted cacao,dirty,
1722,2334,Raphio,U.S.A,2019,Nicaragua,Matagalpa,72,3.5,3,Bean,Cocoa butter,,,,Sugar,,grassy,earthy,roasty,dirty
1723,170,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,75,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,vanilla,dark roast,spicy,
1724,147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,El Oro,67,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,creamy,caramel,dairy,
1725,147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Manabi,75,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,cinamon,hazelnut,roasty,
1726,439,Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75,2.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,strong rubber,off chemical,,
1727,494,Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,strong spicey,earthy green,,
1728,745,Ritual,U.S.A,2011,Costa rica,Costa Rica,75,3.5,2,Bean,,,,,Sugar,,dark berry,woody,astringent,
1729,891,Ritual,U.S.A,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",75,4,2,Bean,,,,,Sugar,,dark berry,tropical,nutty,
1730,979,Ritual,U.S.A,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",75,3.5,2,Bean,,,,,Sugar,,orange,heavy roast,,
1731,967,Ritual,U.S.A,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75,3.25,2,Bean,,,,,Sugar,,dried fruit,nut,bitter,roasty
1732,1089,Ritual,U.S.A,2013,Belize,"Toledo District, Maya, batch 001",75,3.75,2,Bean,,,,,Sugar,,thick,slow,pure,
1733,1181,Ritual,U.S.A,2013,Peru,"Maranon, Cajamarca, batch 002",75,3,2,Bean,,,,,Sugar,,intense,roasty,spice,
1734,1466,Ritual,U.S.A,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",85,3.5,2,Bean,,,,,Sugar,,mild bitter,woody,bourbon,
1735,1466,Ritual,U.S.A,2015,Blend,"Mid Mountain, 2014, batch 002",70,3.5,2,Bean,,,,,Sugar,,sticky,woody,,
1736,1860,Ritual,U.S.A,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75,3.75,2,Bean,,,,,Sugar,,floral,bourbon,balanced,
1737,2008,Ritual,U.S.A,2017,Mexico,Xoconusco,75,3.75,3,Bean,Cocoa butter,,,,Sugar,,smooth,coffee,rich cocoa,
1738,2282,Ritual,U.S.A,2019,Nicaragua,"La Colonia, Enliven Cacao",70,3.5,2,Bean,,,,,Sugar,,complex,honey,fruit,nut
1739,2418,Ritual,U.S.A,2019,Trinidad,"Jagassar Estate, Moruga Region, microlot",80,3.5,2,Bean,,,,,Sugar,,rich brownie,dried fruit,,
1740,2080,River-Sea,U.S.A,2018,Tanzania,"Kokoa Kamili, Morogoro",72,3,3,Bean,Cocoa butter,,,,Sugar,,muted,heavy roast,,
1741,2354,River-Sea,U.S.A,2019,Fiji,"Vanua Levu, Matasawalevu",70,2.5,3,Bean,Cocoa butter,,,,Sugar,,fatty,rubbery,nutty,
1742,2354,River-Sea,U.S.A,2019,Peru,Ucayali,70,2.5,3,Bean,Cocoa butter,,,,Sugar,,fatty,rubbery,off,
1743,1844,Roasting Masters,South korea,2016,Costa rica,"La Dorado, light roast",70,3.25,2,Bean,,,,,Sugar,,dried fruit,intense,,
1744,1844,Roasting Masters,South korea,2016,Costa rica,"Tapanti, light roast",70,3.25,2,Bean,,,,,Sugar,,fatty,honey,slight sour,
1745,1844,Roasting Masters,South korea,2016,Costa rica,Maleku,70,3.25,2,Bean,,,,,Sugar,,roasty,coffee,intense,
1746,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar,75,3.25,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,rich cocoa,nutty,,
1747,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar with nibs,68,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,basic cocoa,large nibs,,
1748,213,Rogue,U.S.A,2008,Madagascar,"Sambirano, 2008",70,3,2,Bean,,,,,Sugar,,raisins,sour,roasty,
1749,213,Rogue,U.S.A,2008,Trinidad,Trinidad,70,3,2,Bean,,,,,Sugar,,dry,honey,roasty,
1750,213,Rogue,U.S.A,2008,Dominican republic,"Hispaniola, 2008",70,2.75,2,Bean,,,,,Sugar,,nutty,earthy,mild off note,
1751,213,Rogue,U.S.A,2008,Jamaica,Jamaica,70,2.75,2,Bean,,,,,Sugar,,sandy,heavy roast,woody,
1752,327,Rogue,U.S.A,2009,Venezuela,Rio Caribe,70,3.5,2,Bean,,,,,Sugar,,mint,sweet spices,,
1753,565,Rogue,U.S.A,2010,Peru,Piura,75,3.75,2,Bean,,,,,Sugar,,smooth,intense,fruit,complex
1754,793,Rogue,U.S.A,2011,Bolivia,"Silvestre, Batch 1, 2011",75,3,2,Bean,,,,,Sugar,,rich brownie,roasty,sour,
1755,979,Rogue,U.S.A,2012,Ecuador,"Camino Verde P., Balao, Guayas",75,3.75,2,Bean,,,,,Sugar,,floral,bourbon,mocha,
1756,1081,Rogue,U.S.A,2013,Bolivia,"Silvestre, Batch 7, 2013",75,4,2,Bean,,,,,Sugar,,smooth,banana,tart,roasty
1757,1193,Rogue,U.S.A,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75,3.75,2,Bean,,,,,Sugar,,intense,dark berry,spice,
1758,1038,Rogue,U.S.A,2013,Madagascar,"Akessons Estate, Sambirano, 2013",70,3.5,2,Bean,,,,,Sugar,,creamy,heavy roast,citrus,
1759,1081,Rogue,U.S.A,2013,Dominican republic,"Hispaniola, 2013",70,3.5,2,Bean,,,,,Sugar,,sticky,earthy,smokey,
1760,1209,Rogue,U.S.A,2014,Venezuela,Porcelana,80,3.75,2,Bean,,,,,Sugar,,red fruit,intense,earthy,
1761,1446,Rogue,U.S.A,2015,Venezuela,"Caranero, Choc. Garage Exclusive",70,3.75,2,Bean,,,,,Sugar,,deep,rich,nutty,roasty
1762,1566,Rogue,U.S.A,2015,Bolivia,"Tranquilidad, Batch 1",75,3.25,2,Bean,,,,,Sugar,,roasty,dried fruit,sour,
1763,1748,Rogue,U.S.A,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",75,3.75,2,Bean,,,,,Sugar,,robust,tart,roasty,
1764,713,Rozsavolgyi,Hungary,2011,Venezuela,Carenero Superior,73,3.5,3,Bean,Cocoa butter,,,,Sugar,,fatty,roasty,coffee,
1765,717,Rozsavolgyi,Hungary,2011,Venezuela,"Aragua, Trincheras",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,uneven melt,cashew,,
1766,765,Rozsavolgyi,Hungary,2011,Principe,Principe,77,2.75,3,Bean,Cocoa butter,,,,Sugar,,smokey,nutty,fat residue,
1767,717,Rozsavolgyi,Hungary,2011,Venezuela,Porcelana,71,2.5,3,Bean,Cocoa butter,,,,Sugar,,intense,burnt,chemical,
1768,809,Rozsavolgyi,Hungary,2012,Venezuela,Sur del Lago,84,2.5,3,Bean,Cocoa butter,,,,Sugar,,fatty,chemical,roasty,
1769,871,Rozsavolgyi,Hungary,2012,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72,2.5,3,Bean,Cocoa butter,,,,Sugar,,buttery,sour tang,off notes,
1770,871,Rozsavolgyi,Hungary,2012,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76,2.25,3,Bean,Cocoa butter,,,,Sugar,,fatty,burnt,nut,vegetal
1771,2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73,3.75,3,Bean,Cocoa butter,,,,Sugar,,nuts,chocolate,mellow,
1772,1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72,2.75,3,Bean,Cocoa butter,,,,,Sweetener without sugar,off note,vegetal,nibby,
1773,2036,Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,complex,coarse,astringent,
1774,2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75,3,3,Bean,Cocoa butter,,,,Sugar,,cocoa base,spice,,
1775,813,Sacred,U.S.A,2012,Blend,"Twilight, Central and S. America",69,3.25,4,Bean,Cocoa butter,Vanilla,,,,Sweetener without sugar,grassy,maple,,
1776,813,Sacred,U.S.A,2012,Blend,"Midnight, Central and S. America",83,2.75,4,Bean,Cocoa butter,Vanilla,,,,Sweetener without sugar,grassy,strong bitter,,
1777,288,Salgado,Argentina,2008,Brazil,Bahia Superior,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,creamy,vanilla,rich,
1778,288,Salgado,Argentina,2008,Ecuador,Esmeraldas,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,nutty,spicy,floral,
1779,288,Salgado,Argentina,2008,Venezuela,Carenero Superior,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,nutty,basic cocoa,,
1780,292,Salgado,Argentina,2008,Ecuador,Rio Arriba,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,floral,spicey,,
1781,2004,San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,few grits,basic,gateway,
1782,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Dark,70,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,rustic,cherry,marshmallow,
1783,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian,65,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sweet,cherry,marshmallow,
1784,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Semi Dark,53,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,too sweet,candy-like,,
1785,414,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian with nibs,70,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sweet,marshmallow,,
1786,404,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75,2.75,3,Bean,,,Lecithin,,Sugar,,roasty,rich cocoa,marshmallow,
1787,761,Santome,France,2011,Sao tome,Sao Tome,70,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,perfume,vanilla,,
1788,15,Scharffen Berger,U.S.A,2006,Blend,Bittersweet,70,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,cherry,mild bitter,,
1789,56,Scharffen Berger,U.S.A,2006,Blend,Semisweet,62,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,tobacco,sweet,dairy,
1790,15,Scharffen Berger,U.S.A,2006,Blend,Extra Dark,82,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,dry,bitter,poor aftertaste,
1791,40,Scharffen Berger,U.S.A,2006,Blend,"Kumasi Sambirano, Ghana & Madagascar",68,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,fruity,smokey,burnt,
1792,56,Scharffen Berger,U.S.A,2006,Jamaica,Jamaica a l'ancienne,70,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,fresh nibs,chocolate base off,,
1793,135,Scharffen Berger,U.S.A,2007,Venezuela,Cuyagua,75,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,complex,strawberry,tart,
1794,117,Scharffen Berger,U.S.A,2007,Blend,"Las Islas, Carribean(DR/Jam/Tri)",72,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,strong smokey tobacco,,,
1795,135,Scharffen Berger,U.S.A,2007,Blend,Nibby,62,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sweet,base cocoa,,
1796,188,Scharffen Berger,U.S.A,2007,Blend,Antilles (Trin/Gren/DR/Ven),75,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,smooth,complex,cocoa base,
1797,227,Scharffen Berger,U.S.A,2008,Blend,"Finisterra, Ven., Trinidad, Mad.",72,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,grassy,black pepper,smoke,
1798,336,Scharffen Berger,U.S.A,2009,Ghana,Asante,65,4,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,simple,delicate cocoa,long,
1799,336,Scharffen Berger,U.S.A,2009,Brazil,Tome Acu,68,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,smooth,tart,earthy,
1800,445,Scharffen Berger,U.S.A,2009,Vietnam,Ben Tre,72,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,creamy,grassy,banana,tart
1801,464,Scharffen Berger,U.S.A,2010,Madagascar,Amina,65,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,clingy,subtle,tangy,citrus
1802,464,Scharffen Berger,U.S.A,2010,Grenada,Camahogne,68,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,smooth,grassy,minty,
1803,781,Scharffen Berger,U.S.A,2011,Papua new guinea,Markham Valley,68,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,cherry,wine,rich,smoke
1804,959,Scharffen Berger,U.S.A,2012,Peru,San Juan de Cheni,78,4,4,Bean,Cocoa butter,,Lecithin,,Sugar,,banana,pear,spice,cheese
1805,1658,Seaforth,U.k.,2015,Dominican republic,Dominican Republic,70,2.75,2,Bean,,,,,Sugar,,rustic,vegetal,earthy,
1806,1658,Seaforth,U.k.,2015,Grenada,Grenada,70,2.75,2,Bean,,,,,Sugar,,off,sweet,orange,rubber
1807,2104,Seahorse,U.S.A,2018,Tanzania,Kokoa Kamili,70,3.25,2,Bean,,,,,Sugar,,sticky,cherry,cocoa,
1808,2108,Seahorse,U.S.A,2018,Dominican republic,Zorzal,70,3,2,Bean,,,,,Sugar,,earthy,mild fruit,sticky,
1809,2104,Seahorse,U.S.A,2018,Honduras,Wampusirpi,70,2.75,2,Bean,,,,,Sugar,,dry,earthy,surface mark,
1810,2446,Seahorse,U.S.A,2019,Uganda,Semulivi Forest,70,3.5,2,Bean,,,,,Sugar,,cocoa,roasty,sticky,
1811,2446,Seahorse,U.S.A,2019,Fiji,Matasawalevu,70,2.75,2,Bean,,,,,Sugar,,sharp,raw,metallic,
1812,2366,Shane Chocolate Works,U.S.A,2019,Belize,Belize,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,full cocoa flavor,,,
1813,2370,Shane Chocolate Works,U.S.A,2019,Guatemala,Guatemala,70,3,3,Bean,Cocoa butter,,,,Sugar,,spicy,rich cocoa,sweet,
1814,2370,Shane Chocolate Works,U.S.A,2019,Colombia,Colombia,70,3,3,Bean,Cocoa butter,,,,Sugar,,black pepper,astringent,,
1815,1335,Shark Mountain,U.S.A,2014,Belize,"Belize, 2013",72,3.25,2,Bean,,,,,Sugar,,fruity,blueberry,,
1816,1335,Shark Mountain,U.S.A,2014,Ecuador,Ecuador,75,3,2,Bean,,,,,Sugar,,coffee,nutty,,
1817,1450,Shark Mountain,U.S.A,2015,Papua new guinea,Papua New Guinea,73,3.5,2,Bean,,,,,Sugar,,chewy,smoke,fruit,cocoa
1818,1466,Shark Mountain,U.S.A,2015,Dominican republic,ROIG,74,3.5,2,Bean,,,,,Sugar,,grapes,tangy,cocoa,
1819,1450,Shark Mountain,U.S.A,2015,Jamaica,Jamaica,72,3.25,2,Bean,,,,,Sugar,,sticky,dried fruit,smoke,
1820,1466,Shark Mountain,U.S.A,2015,Venezuela,Cuyagua,77,2.75,2,Bean,,,,,Sugar,,smoked ham,tangy,berry,
1821,721,Shark's,U.S.A,2011,U.s.a.,"Hawai'i Island, Hilo, with added cocoa butter",73,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,perfume,floral,chemical,
1822,713,Shark's,U.S.A,2011,U.s.a.,"Hawai'i Island, Hilo",73,2,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sticky,earthy,medicinal,
1823,757,Shattell,Peru,2011,Peru,Porcelana,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,strong spice,perfume,roasty,
1824,1884,Shattell,Peru,2016,Peru,Tingo Maria,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,earthy,roasty,vegetal,
1825,1586,Sibu,Costa rica,2015,Costa rica,Oscuro,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,gritty,bold,black pepper,
1826,1586,Sibu,Costa rica,2015,Costa rica,Oro,82,3.25,3,Bean,Cocoa butter,,,,Sugar,,gritty,fatty,coffee,
1827,725,Silvio Bessone,Italy,2011,Sao tome,"Trintade, Sao Tome",65,3.25,4,Bean,Cocoa butter,,,Salt,Sugar,,nutty,salty,,
1828,729,Silvio Bessone,Italy,2011,Brazil,"Bahia, Scavina",60,3.25,4,Bean,Cocoa butter,,,Salt,Sugar,,fatty,sweet,salty,
1829,717,Silvio Bessone,Italy,2011,Belize,Maya Belize,67,3,4,Bean,Cocoa butter,,,Salt,Sugar,,fatty,cocoa,spicy,
1830,741,Silvio Bessone,Italy,2011,Colombia,"Porcelana, Colombia, Amazonas",68,3,4,Bean,Cocoa butter,,,Salt,Sugar,,fatty,salty,caramel,
1831,1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",67,3.75,3,Bean,Cocoa butter,,,,Sugar,,tart,sweet edge,,
1832,1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",73,3.75,3,Bean,Cocoa butter,,,,Sugar,,intense fruity,mild sour,,
1833,1343,Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",73,3.75,3,Bean,Cocoa butter,,,,Sugar,,intense,rich,burnt,licorice
1834,1614,Sirene,Canada,2015,Guatemala,"Lachua with maple sugar, batch 5",73,3.25,2,Bean,,,,,,Sweetener without sugar,waxy,maple,flat,
1835,1650,Sirene,Canada,2015,Haiti,Pisa,73,3.25,2,Bean,,,,,Sugar,,oily,medium roasted cocoa,,
1836,1502,Sirene,Canada,2015,Madagascar,"Somia Plantation, 2012",100,3,1,Bean,,,,,,,creamy,tart,bitter,
1837,1506,Sirene,Canada,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2012",100,3,1,Bean,,,,,,,floral,bourbon,bitter,
1838,1614,Sirene,Canada,2015,Guatemala,Lachua with cane sugar,73,3,2,Bean,,,,,Sugar,,waxy,earthy,cocoa,roasty
1839,1860,Sirene,Canada,2016,Ecuador,"Esmeraldas, Salazar Farm",73,3.75,2,Bean,,,,,Sugar,,rich cocoa,spicy,,
